NACA 2109                                       
 Alfa =  -7.75862 Re =  1000000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00095 -0.71918
   0.99436  0.00179 -0.63576
   0.98363  0.00337 -0.58875
   0.97060  0.00527 -0.54755
   0.95635  0.00731 -0.51680
   0.94164  0.00938 -0.49002
   0.92680  0.01144 -0.46915
   0.91191  0.01346 -0.44966
   0.89701  0.01545 -0.43334
   0.88209  0.01741 -0.41606
   0.86717  0.01933 -0.40284
   0.85224  0.02122 -0.39083
   0.83731  0.02308 -0.37730
   0.82237  0.02491 -0.36678
   0.80743  0.02670 -0.35552
   0.79248  0.02846 -0.34529
   0.77753  0.03018 -0.33563
   0.76257  0.03187 -0.32614
   0.74761  0.03353 -0.31705
   0.73265  0.03516 -0.30750
   0.71769  0.03675 -0.29988
   0.70272  0.03831 -0.29142
   0.68775  0.03984 -0.28282
   0.67279  0.04132 -0.27541
   0.65782  0.04278 -0.26686
   0.64285  0.04420 -0.25973
   0.62788  0.04558 -0.25103
   0.61291  0.04692 -0.24474
   0.59795  0.04823 -0.23640
   0.58298  0.04950 -0.22903
   0.56802  0.05072 -0.22183
   0.55306  0.05191 -0.21346
   0.53810  0.05305 -0.20597
   0.52315  0.05415 -0.19845
   0.50820  0.05520 -0.19021
   0.49325  0.05620 -0.18229
   0.47832  0.05716 -0.17431
   0.46338  0.05806 -0.16546
   0.44846  0.05892 -0.15691
   0.43354  0.05971 -0.14777
   0.41863  0.06046 -0.13874
   0.40373  0.06114 -0.12921
   0.38885  0.06176 -0.11812
   0.37397  0.06232 -0.10862
   0.35911  0.06281 -0.09707
   0.34426  0.06323 -0.08455
   0.32943  0.06357 -0.07309
   0.31462  0.06384 -0.05976
   0.29982  0.06403 -0.04540
   0.28505  0.06413 -0.03041
   0.27031  0.06414 -0.01495
   0.25559  0.06406  0.00267
   0.24091  0.06388  0.02111
   0.22627  0.06359  0.04143
   0.21167  0.06319  0.06289
   0.19711  0.06267  0.08721
   0.18262  0.06202  0.11279
   0.16820  0.06124  0.14012
   0.15387  0.06031  0.17161
   0.13967  0.05922  0.20570
   0.12567  0.05796  0.24151
   0.11207  0.05655  0.27796
   0.09933  0.05503  0.29778
   0.08785  0.05319  0.34169
   0.07700  0.05077  0.42902
   0.06655  0.04779  0.53073
   0.05648  0.04428  0.64609
   0.04689  0.04030  0.76047
   0.03798  0.03597  0.86983
   0.03000  0.03150  0.95211
   0.02319  0.02715  0.99719
   0.01763  0.02312  0.98715
   0.01322  0.01953  0.90839
   0.00978  0.01636  0.75325
