NACA 2110                                       
 Alfa =   6.44828 Re =  1000000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00105  0.06780
   0.99426  0.00197  0.03415
   0.98366  0.00366  0.02393
   0.97086  0.00567  0.02755
   0.95660  0.00787 -0.43421
   0.94165  0.01015 -0.27251
   0.92641  0.01242 -0.22798
   0.91107  0.01466 -0.21526
   0.89569  0.01688 -0.14700
   0.88028  0.01905 -0.18841
   0.86487  0.02119 -0.19332
   0.84944  0.02329 -0.19901
   0.83401  0.02535 -0.20483
   0.81857  0.02738 -0.21396
   0.80312  0.02936 -0.22153
   0.78767  0.03131 -0.22844
   0.77222  0.03322 -0.23446
   0.75676  0.03510 -0.24012
   0.74130  0.03693 -0.24529
   0.72583  0.03873 -0.25060
   0.71036  0.04049 -0.25537
   0.69489  0.04221 -0.26049
   0.67942  0.04389 -0.26609
   0.66395  0.04553 -0.26984
   0.64848  0.04712 -0.27515
   0.63301  0.04868 -0.27947
   0.61754  0.05019 -0.28421
   0.60208  0.05166 -0.28827
   0.58662  0.05309 -0.29189
   0.57116  0.05446 -0.29718
   0.55570  0.05579 -0.30071
   0.54025  0.05707 -0.30424
   0.52481  0.05830 -0.30860
   0.50937  0.05948 -0.31370
   0.49394  0.06060 -0.31717
   0.47852  0.06167 -0.31906
   0.46311  0.06267 -0.32280
   0.44771  0.06362 -0.32691
   0.43233  0.06450 -0.33020
   0.41695  0.06532 -0.33569
   0.40160  0.06606 -0.33655
   0.38625  0.06674 -0.34043
   0.37093  0.06734 -0.34348
   0.35563  0.06786 -0.34570
   0.34034  0.06830 -0.35092
   0.32509  0.06865 -0.35071
   0.30986  0.06891 -0.35625
   0.29466  0.06907 -0.35392
   0.27950  0.06914 -0.36055
   0.26437  0.06910 -0.35973
   0.24929  0.06895 -0.36635
   0.23426  0.06867 -0.36599
   0.21929  0.06828 -0.36194
   0.20438  0.06775 -0.36782
   0.18955  0.06708 -0.36690
   0.17482  0.06626 -0.36711
   0.16020  0.06527 -0.37232
   0.14576  0.06412 -0.38057
   0.13156  0.06280 -0.37881
   0.11779  0.06130 -0.40834
