#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   1.30544  0.27731 -0.02570 -1.69648  0.004619  0.003472  0.009893     1.330
   1.32030  0.29217 -0.02591 -1.69264  0.004644  0.003517  0.009875     1.320
   1.33519  0.30706 -0.02606 -1.68903  0.004672  0.003562  0.009849     1.312
   1.35011  0.32197 -0.02615 -1.68557  0.004704  0.003607  0.009814     1.304
   1.36504  0.33691 -0.02618 -1.68221  0.004738  0.003651  0.009772     1.298
   1.38000  0.35186 -0.02615 -1.67899  0.004775  0.003696  0.009725     1.292
   1.39497  0.36683 -0.02608 -1.67590  0.004814  0.003740  0.009674     1.287
   1.40995  0.38182 -0.02595 -1.67289  0.004855  0.003784  0.009618     1.283
   1.42496  0.39682 -0.02579 -1.66989  0.004898  0.003828  0.009560     1.279
   1.43998  0.41184 -0.02558 -1.66699  0.004943  0.003873  0.009498     1.276
   1.45501  0.42687 -0.02533 -1.66406  0.004990  0.003918  0.009434     1.274
   1.47005  0.44191 -0.02505 -1.66113  0.005040  0.003963  0.009365     1.272
   1.48510  0.45696 -0.02473 -1.65827  0.005091  0.004009  0.009296     1.270
   1.50017  0.47202 -0.02438 -1.65544  0.005143  0.004054  0.009227     1.268
   1.51524  0.48709 -0.02400 -1.65256  0.005197  0.004101  0.009154     1.267
   1.53032  0.50217 -0.02360 -1.64991  0.005250  0.004146  0.009088     1.266
   1.54542  0.51725 -0.02316 -1.64731  0.005304  0.004191  0.009021     1.266
   1.56052  0.53235 -0.02271 -1.64462  0.005360  0.004236  0.008952     1.265
   1.57562  0.54745 -0.02223 -1.64212  0.005415  0.004281  0.008888     1.265
   1.59074  0.56255 -0.02173 -1.63971  0.005470  0.004325  0.008825     1.265
   1.60586  0.57766 -0.02120 -1.63730  0.005526  0.004369  0.008763     1.265
   1.62099  0.59278 -0.02066 -1.63498  0.005583  0.004413  0.008701     1.265
   1.63612  0.60790 -0.02010 -1.63252  0.005641  0.004458  0.008640     1.265
   1.65125  0.62303 -0.01953 -1.63030  0.005698  0.004501  0.008580     1.266
   1.66639  0.63815 -0.01894 -1.62810  0.005754  0.004544  0.008525     1.266
   1.68154  0.65329 -0.01833 -1.62583  0.005813  0.004588  0.008465     1.267
   1.69668  0.66842 -0.01771 -1.62357  0.005872  0.004632  0.008408     1.268
   1.71184  0.68356 -0.01707 -1.62144  0.005930  0.004675  0.008354     1.268
   1.72699  0.69870 -0.01642 -1.61936  0.005989  0.004718  0.008300     1.269
   1.74214  0.71384 -0.01576 -1.61708  0.006050  0.004762  0.008244     1.270
   1.75730  0.72898 -0.01509 -1.61499  0.006109  0.004805  0.008194     1.271
   1.77246  0.74412 -0.01440 -1.61280  0.006170  0.004849  0.008140     1.273
   1.78762  0.75927 -0.01371 -1.61074  0.006231  0.004892  0.008087     1.274
   1.80278  0.77441 -0.01300 -1.60846  0.006294  0.004937  0.008036     1.275
   1.81794  0.78955 -0.01228 -1.60631  0.006357  0.004981  0.007985     1.276
   1.83310  0.80470 -0.01154 -1.60408  0.006421  0.005026  0.007933     1.277
   1.84826  0.81984 -0.01080 -1.60183  0.006486  0.005072  0.007881     1.279
   1.86342  0.83498 -0.01004 -1.59945  0.006553  0.005118  0.007830     1.280
   1.87858  0.85011 -0.00928 -1.59711  0.006620  0.005164  0.007778     1.282
   1.89373  0.86525 -0.00850 -1.59465  0.006691  0.005212  0.007723     1.284
   1.90889  0.88038 -0.00771 -1.59198  0.006765  0.005262  0.007667     1.285
   1.92404  0.89551 -0.00690 -1.58933  0.006838  0.005312  0.007613     1.287
   1.93918  0.91064 -0.00608 -1.58651  0.006915  0.005363  0.007556     1.289
   1.95431  0.92575 -0.00525 -1.58351  0.006995  0.005417  0.007497     1.291
   1.96940  0.94081 -0.00441 -1.58009  0.007084  0.005476  0.007430     1.294
   1.98436  0.95574 -0.00356 -1.57665  0.007173  0.005535  0.007367     1.296
   1.99885  0.97021 -0.00272 -1.57285  0.007268  0.005597  0.007296     1.299
   2.01210  0.98344 -0.00194 -1.56884  0.007366  0.005660  0.007223     1.301
   2.02299  0.99431 -0.00129 -1.56475  0.007462  0.005722  0.007147     1.304
   2.02869  1.00000 -0.00095 -1.56271  0.007510  0.005753  0.007115     1.305
   2.02869  1.00010 -0.00000  0.90438  0.012101  0.006416  0.000000     1.886
   2.03439  1.00579 -0.00027  0.90465  0.010161  0.006399  0.000000     1.588
   2.04112  1.01252 -0.00060  0.91096  0.009760  0.006246  0.000000     1.563
   2.04907  1.02045 -0.00102  0.91864  0.009301  0.006063  0.000000     1.534
   2.05845  1.02982 -0.00154  0.92601  0.008879  0.005895  0.000000     1.506
   2.06952  1.04087 -0.00218  0.93302  0.008491  0.005741  0.000000     1.479
   2.08260  1.05392 -0.00298  0.93967  0.008133  0.005601  0.000000     1.452
   2.09804  1.06933 -0.00395  0.94593  0.007803  0.005475  0.000000     1.425
   2.11626  1.08752 -0.00516  0.95177  0.007496  0.005361  0.000000     1.398
   2.13778  1.10898 -0.00665  0.95714  0.007210  0.005260  0.000000     1.371
   2.16319  1.13432 -0.00849  0.96206  0.006942  0.005170  0.000000     1.343
   2.19318  1.16423 -0.01076  0.96652  0.006690  0.005092  0.000000     1.314
   2.22859  1.19953 -0.01356  0.97058  0.006452  0.005022  0.000000     1.285
   2.27040  1.24120 -0.01702  0.97427  0.006226  0.004961  0.000000     1.255
   2.31976  1.29037 -0.02128  0.97762  0.006015  0.004907  0.000000     1.226
   2.37804  1.34841 -0.02654  0.98065  0.005818  0.004859  0.000000     1.197
   2.44684  1.41691 -0.03301  0.98340  0.005637  0.004817  0.000000     1.170
   2.52807  1.49774 -0.04099  0.98586  0.005474  0.004781  0.000000     1.145
   2.62397  1.59314 -0.05079  0.98807  0.005329  0.004748  0.000000     1.122
   2.73720  1.70573 -0.06282  0.99004  0.005203  0.004720  0.000000     1.102
   2.87087  1.83859 -0.07757  0.99173  0.005097  0.004696  0.000000     1.085
   3.02869  1.99537 -0.09561  0.99355  0.005003  0.004671  0.000000     1.071
