#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.82910  0.17482  0.06626  1.16811  0.000628  0.000240  0.001999     2.619
   0.84374  0.16020  0.06527  1.17030  0.000596  0.000227  0.002096     2.625
   0.85824  0.14576  0.06412  1.17377  0.000550  0.000212  0.002361     2.594
   0.87250  0.13156  0.06280  1.17294  0.000562  0.000202  0.001828     2.784
   0.88635  0.11779  0.06130  1.18539  0.000492  0.000182  0.002347     2.702
   0.89946  0.10478  0.05968  1.19360  0.000511  0.000168  0.001383     3.050
   0.91137  0.09300  0.05790  1.22297  0.000348  0.000139  0.004275     2.508
   0.92241  0.08219  0.05564  1.21457  0.000298  0.000125  0.005619     2.388
   0.93304  0.07194  0.05285  1.18638  0.000276  0.000116  0.005939     2.385
   0.94337  0.06214  0.04958  1.15106  0.000246  0.000106  0.006854     2.323
   0.95337  0.05285  0.04588  1.10069  0.000235  0.000099  0.006629     2.361
   0.96292  0.04419  0.04186  1.04307  0.000203  0.000091  0.008157     2.238
   0.97183  0.03632  0.03767  0.96944  0.000213  0.000088  0.006061     2.422
   0.97991  0.02941  0.03349  0.91109  0.000169  0.000076  0.008766     2.214
   0.98704  0.02351  0.02948  0.81592  0.000175  0.000075  0.006687     2.344
   0.99320  0.01860  0.02576  0.74390  0.000151  0.000067  0.007649     2.263
   0.99848  0.01457  0.02236  0.65538  0.000143  0.000062  0.006897     2.295
   1.00299  0.01127  0.01928  0.56715  0.000129  0.000057  0.006954     2.246
   1.00688  0.00857  0.01647  0.47832  0.000121  0.000052  0.005763     2.332
   1.01027  0.00637  0.01391  0.37070  0.000102  0.000048  0.006273     2.138
   1.01324  0.00457  0.01153  0.26427  0.000123  0.000052  0.003035     2.363
   1.01589  0.00312  0.00932  0.17927  0.000085  0.000038  0.003346     2.240
   1.01827  0.00197  0.00724  0.02668  0.000075  0.000033  0.000569     2.230
   1.02043  0.00109  0.00526 -0.13674  0.000075  0.000033  0.002932     2.230
   1.02241  0.00047  0.00338 -0.30477  0.000069  0.000031  0.007189     2.213
   1.02425  0.00011  0.00158 -0.49929  0.000062  0.000028  0.013192     2.205
   1.02596  0.00000 -0.00012 -0.76523  0.000051  0.000023  0.025482     2.171
   1.02765  0.00016 -0.00181 -0.92246  0.000069  0.000028  0.017370     2.439
   1.02941  0.00065 -0.00350 -1.19394  0.000049  0.000023  0.044889     2.076
   1.03124  0.00153 -0.00511 -1.31788  0.000079  0.000030  0.018629     2.591
   1.03319  0.00281 -0.00658 -1.47747  0.000063  0.000030  0.040472     2.138
   1.03527  0.00444 -0.00787 -1.43690  0.000141  0.000044  0.004407     3.218
   1.03754  0.00641 -0.00899 -1.43967  0.000119  0.000049  0.015815     2.439
   1.04005  0.00873 -0.00997 -1.39163  0.000336  0.000062 -0.001568     5.418
   1.04288  0.01142 -0.01082 -1.35395  0.000331  0.000074 -0.001016     4.466
   1.04611  0.01457 -0.01156 -1.35913  0.010612  0.000049 -0.000406   218.128
   1.04989  0.01829 -0.01222 -1.35262  0.044284  0.000160 -0.000403   276.229
   1.05442  0.02278 -0.01281 -1.35099  0.099698  0.000243 -0.000307   410.701
   1.06000  0.02833 -0.01334 -1.34943  0.124690  0.000374 -0.000199   333.733
   1.06704  0.03536 -0.01383 -1.35000  0.131469  0.000318 -0.000234   413.290
   1.07605  0.04435 -0.01433 -1.35000  0.143168  0.000346 -0.000215   413.292
   1.08713  0.05542 -0.01491 -1.34120  0.037561  0.001473 -0.000051    25.507
   1.09961  0.06787 -0.01570 -1.35163  0.094117  0.000860 -0.000087   109.475
   1.11265  0.08087 -0.01678 -1.35286  0.103353  0.000767 -0.000097   134.727
   1.12592  0.09406 -0.01823 -1.35565  0.171540  0.000449 -0.000166   382.294
   1.13961  0.10763 -0.02006 -1.35272  0.337609  0.000986 -0.000076   342.442
   1.15372  0.12163 -0.02177 -1.35098  0.492567  0.001518 -0.000049   324.427
   1.16809  0.13593 -0.02329 -1.34824  0.414673  0.002505 -0.000030   165.506
   1.18266  0.15043 -0.02464 -1.34038  0.235202  0.004753 -0.000016    49.488
   1.19737  0.16510 -0.02583 -1.33483  0.185401  0.005682 -0.000013    32.629
   1.21220  0.17989 -0.02687 -1.32683  0.130118  0.006724 -0.000011    19.352
   1.22712  0.19478 -0.02778 -1.32256  0.127395  0.007184 -0.000011    17.734
   1.24213  0.20977 -0.02855 -1.31470  0.100709  0.007959 -0.000010    12.653
   1.25720  0.22483 -0.02921 -1.30737  0.088870  0.008583 -0.000009    10.354
   1.27233  0.23995 -0.02976 -1.30065  0.084892  0.009123 -0.000009     9.305
   1.28752  0.25513 -0.03021 -1.29615  0.093532  0.009496 -0.000008     9.850
   1.30275  0.27036 -0.03056 -1.28967  0.089004  0.010052 -0.000008     8.854
   1.31803  0.28563 -0.03083 -1.29957  0.252857  0.008546 -0.000009    29.588
   1.33335  0.30095 -0.03101 -1.29793  0.261938  0.008894 -0.000008    29.452
   1.34869  0.31629 -0.03112 -1.29674  0.279541  0.009157 -0.000008    30.526
   1.36407  0.33167 -0.03116 -1.29551  0.295781  0.009449 -0.000008    31.303
   1.37948  0.34708 -0.03113 -1.29420  0.310017  0.009775 -0.000007    31.715
   1.39492  0.36252 -0.03104 -1.29275  0.320825  0.010151 -0.000007    31.605
   1.41038  0.37798 -0.03089 -1.27718  0.104469  0.013212 -0.000006     7.907
   1.42586  0.39346 -0.03068 -1.27262  0.111570  0.013694 -0.000006     8.147
   1.44137  0.40896 -0.03043 -1.26786  0.115044  0.014224 -0.000006     8.088
   1.45689  0.42448 -0.03012 -1.26355  0.120375  0.014723 -0.000005     8.176
   1.47243  0.44002 -0.02978 -1.25948  0.125806  0.015216 -0.000005     8.268
   1.48799  0.45558 -0.02939 -1.25565  0.131456  0.015702 -0.000005     8.372
   1.50357  0.47114 -0.02896 -1.25222  0.138861  0.016159 -0.000005     8.593
   1.51916  0.48673 -0.02849 -1.24934  0.149383  0.016567 -0.000005     9.017
   1.53476  0.50232 -0.02799 -1.26228  1.067353  0.007274 -0.000010   146.729
   1.55037  0.51793 -0.02746 -1.26183  1.089707  0.007663 -0.000009   142.197
   1.56600  0.53354 -0.02689 -1.26131  1.113242  0.008124 -0.000009   137.032
   1.58164  0.54917 -0.02630 -1.26064  1.129790  0.008723 -0.000008   129.515
   1.59728  0.56480 -0.02568 -1.25991  1.143879  0.009393 -0.000007   121.780
   1.61294  0.58044 -0.02504 -1.26280  1.549853  0.006080 -0.000011   254.912
   1.62860  0.59609 -0.02437 -1.26205  1.580068  0.007013 -0.000010   225.291
   1.64427  0.61175 -0.02368 -1.26343  1.965391  0.004996 -0.000014   393.405
   1.65995  0.62741 -0.02297 -1.26305  2.212584  0.005622 -0.000012   393.591
   1.67564  0.64308 -0.02224 -1.26250  2.636289  0.006676 -0.000010   394.891
   1.69133  0.65875 -0.02148 -1.26200  3.114450  0.007814 -0.000009   398.594
   1.70702  0.67443 -0.02071 -1.26150  3.542802  0.009140 -0.000008   387.635
   1.72272  0.69011 -0.01993 -1.26150  4.059813  0.009162 -0.000008   443.118
   1.73842  0.70579 -0.01912 -1.26138  4.524711  0.009555 -0.000007   473.519
   1.75413  0.72147 -0.01830 -1.26106  4.907959  0.010765 -0.000006   455.928
   1.76984  0.73716 -0.01746 -1.26080  5.298424  0.011795 -0.000006   449.202
   1.78554  0.75284 -0.01661 -1.26063  5.714158  0.012552 -0.000006   455.246
   1.80125  0.76853 -0.01574 -1.26043  6.109848  0.013478 -0.000005   453.334
   1.81697  0.78422 -0.01486 -1.26028  6.518229  0.014249 -0.000005   457.457
   1.83268  0.79990 -0.01396 -1.26007  6.894067  0.015355 -0.000005   448.977
   1.84839  0.81559 -0.01305 -1.25992  7.286792  0.016217 -0.000004   449.331
   1.86410  0.83127 -0.01212 -1.25977  7.672898  0.017121 -0.000004   448.162
   1.87980  0.84695 -0.01118 -1.25966  8.077635  0.017834 -0.000004   452.939
   1.89551  0.86262 -0.01022 -1.25954  8.470991  0.018636 -0.000004   454.547
   1.91121  0.87829 -0.00925 -1.25942  8.867337  0.019427 -0.000004   456.448
   1.92690  0.89396 -0.00825 -1.25949  9.396055  0.018894 -0.000004   497.305
   1.94258  0.90960 -0.00725 -1.25939  9.799459  0.019713 -0.000004   497.095
   1.95822  0.92521 -0.00622 -1.25929 10.205800  0.020474 -0.000003   498.476
   1.97376  0.94071 -0.00519 -1.25753  9.243619  0.035056 -0.000002   263.681
   1.98902  0.95594 -0.00416 -1.25820 10.005778  0.029807 -0.000002   335.687
   2.00356  0.97044 -0.00315 -1.25874 10.610738  0.025344 -0.000003   418.669
   2.01660  0.98345 -0.00224 -1.25930 11.256466  0.020430 -0.000003   550.984
   2.02737  0.99419 -0.00147 -1.25971 11.784597  0.016620 -0.000004   709.081
   2.03319  1.00000 -0.00105 -1.26006 12.213764  0.013203 -0.000005   925.063
   2.03319  1.00010 -0.00000  0.69665 12.218253  0.014527  0.000000   841.065
   2.03901  1.00591 -0.00026  0.69463  7.942037  0.060131  0.000000   132.079
   2.04587  1.01277 -0.00053  0.69482  8.250491  0.057907  0.000000   142.479
   2.05396  1.02085 -0.00083  0.69503  8.610072  0.055359  0.000000   155.532
   2.06350  1.03038 -0.00118  0.69526  9.041827  0.052319  0.000000   172.822
   2.07474  1.04162 -0.00157  0.69553  9.565187  0.048660  0.000000   196.572
   2.08800  1.05487 -0.00202  0.69582 10.180653  0.044497  0.000000   228.795
   2.10363  1.07049 -0.00253  0.69614 10.927909  0.039626  0.000000   275.777
   2.12206  1.08891 -0.00310  0.69645 11.915175  0.034422  0.000000   346.149
   2.14378  1.11063 -0.00376  0.69675 13.236563  0.028894  0.000000   458.111
   2.16940  1.13623 -0.00450  0.69716 15.176912  0.020462  0.000000   741.703
   2.19960  1.16642 -0.00533  0.69747 17.735043  0.012850  0.000000  1380.135
   2.23521  1.20202 -0.00627  0.69764 28.605711  0.002125  0.000000 13459.366
   2.27720  1.24399 -0.00732  0.69764 74.255692  0.001807  0.000000 41093.156
   2.32670  1.29348 -0.00851  0.69764235.316345  0.002441  0.000000 96386.656
   2.38506  1.35183 -0.00983  0.69764618.558594  0.004104  0.000000150711.047
   2.45388  1.42063 -0.01131  0.69763**********  0.006960  0.000000168867.359
   2.53501  1.50174 -0.01296  0.69763**********  0.008002  0.000000245123.484
   2.63066  1.59738 -0.01479  0.69760**********  2.763332  0.000000   834.702
   2.74344  1.71014 -0.01683  0.69763**********  0.014037  0.000000217893.688
   2.87642  1.84309 -0.01908  0.69761**********  0.370827  0.000000  9925.619
   3.03319  1.99985 -0.02159  0.69764**********  0.030349  0.000000136821.281
