#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   1.29060  0.26248 -0.02541 -2.55581  0.428912  0.011475 -0.000014    37.378
   1.30544  0.27731 -0.02570 -2.55415  0.458543  0.011777 -0.000013    38.936
   1.32030  0.29217 -0.02591 -2.55218  0.480901  0.012159 -0.000013    39.550
   1.33519  0.30706 -0.02606 -2.55066  0.509874  0.012468 -0.000012    40.894
   1.35011  0.32197 -0.02615 -2.54897  0.534090  0.012831 -0.000012    41.626
   1.36504  0.33691 -0.02618 -2.54759  0.562871  0.013142 -0.000012    42.830
   1.38000  0.35186 -0.02615 -2.54614  0.588938  0.013484 -0.000011    43.677
   1.39497  0.36683 -0.02608 -2.54489  0.617954  0.013794 -0.000011    44.798
   1.40995  0.38182 -0.02595 -2.54364  0.645810  0.014117 -0.000011    45.746
   1.42496  0.39682 -0.02579 -2.54253  0.675823  0.014418 -0.000010    46.873
   1.43998  0.41184 -0.02558 -2.54144  0.705370  0.014726 -0.000010    47.900
   1.45501  0.42687 -0.02533 -2.54045  0.736399  0.015018 -0.000010    49.033
   1.47005  0.44191 -0.02505 -2.53950  0.767578  0.015310 -0.000010    50.135
   1.48510  0.45696 -0.02473 -2.53862  0.799781  0.015592 -0.000009    51.295
   1.50017  0.47202 -0.02438 -2.53779  0.832366  0.015871 -0.000009    52.447
   1.51524  0.48709 -0.02400 -2.53698  0.865194  0.016149 -0.000009    53.577
   1.53032  0.50217 -0.02360 -2.53625  0.899228  0.016413 -0.000009    54.787
   1.54542  0.51725 -0.02316 -2.53557  0.934365  0.016669 -0.000009    56.055
   1.56052  0.53235 -0.02271 -2.53493  0.970291  0.016915 -0.000009    57.364
   1.57562  0.54745 -0.02223 -2.53433  1.007019  0.017157 -0.000008    58.693
   1.59074  0.56255 -0.02173 -2.53377  1.045192  0.017389 -0.000008    60.107
   1.60586  0.57766 -0.02120 -2.53328  1.085121  0.017605 -0.000008    61.637
   1.62099  0.59278 -0.02066 -2.53281  1.125745  0.017816 -0.000008    63.186
   1.63612  0.60790 -0.02010 -2.53241  1.168484  0.018004 -0.000008    64.903
   1.65125  0.62303 -0.01953 -2.53202  1.211668  0.018192 -0.000008    66.606
   1.66639  0.63815 -0.01894 -2.53166  1.255997  0.018371 -0.000008    68.370
   1.68154  0.65329 -0.01833 -2.53132  1.300905  0.018543 -0.000008    70.156
   1.69668  0.66842 -0.01771 -2.53101  1.347059  0.018709 -0.000008    72.002
   1.71184  0.68356 -0.01707 -2.53073  1.394758  0.018864 -0.000007    73.939
   1.72699  0.69870 -0.01642 -2.53047  1.442976  0.019012 -0.000007    75.899
   1.74214  0.71384 -0.01576 -2.53025  1.493381  0.019143 -0.000007    78.013
   1.75730  0.72898 -0.01509 -2.53003  1.543509  0.019273 -0.000007    80.088
   1.77246  0.74412 -0.01440 -2.52984  1.596229  0.019391 -0.000007    82.317
   1.78762  0.75927 -0.01371 -2.52959  1.645157  0.019552 -0.000007    84.141
   1.80278  0.77441 -0.01300 -2.52944  1.700683  0.019646 -0.000007    86.565
   1.81794  0.78955 -0.01228 -2.52932  1.757897  0.019727 -0.000007    89.112
   1.83310  0.80470 -0.01154 -2.52927  1.818708  0.019761 -0.000007    92.034
   1.84826  0.81984 -0.01080 -2.52920  1.879817  0.019810 -0.000007    94.895
   1.86342  0.83498 -0.01004 -2.52916  1.943195  0.019835 -0.000007    97.966
   1.87858  0.85011 -0.00928 -2.52912  2.007609  0.019867 -0.000007   101.051
   1.89373  0.86525 -0.00850 -2.52912  2.074481  0.019868 -0.000007   104.415
   1.90889  0.88038 -0.00771 -2.52914  2.143256  0.019848 -0.000007   107.985
   1.92404  0.89551 -0.00690 -2.52910  2.211318  0.019883 -0.000007   111.217
   1.93918  0.91064 -0.00608 -2.52911  2.281472  0.019865 -0.000007   114.848
   1.95431  0.92575 -0.00525 -2.52913  2.353366  0.019828 -0.000007   118.687
   1.96940  0.94081 -0.00441 -2.52917  2.431804  0.019797 -0.000007   122.839
   1.98436  0.95574 -0.00356 -2.52925  2.510828  0.019726 -0.000007   127.287
   1.99885  0.97021 -0.00272 -2.52934  2.590506  0.019616 -0.000007   132.059
   2.01210  0.98344 -0.00194 -2.52942  2.665421  0.019541 -0.000007   136.402
   2.02299  0.99431 -0.00129 -2.52943  2.716576  0.019517 -0.000007   139.190
   2.02869  1.00000 -0.00095 -2.52927  2.733453  0.019703 -0.000006   138.734
   2.02869  1.00010 -0.00000  1.28888  2.735487  0.021433  0.000000   127.629
   2.03439  1.00579 -0.00027  1.27741  0.840669  0.042171  0.000000    19.935
   2.04112  1.01252 -0.00059  1.27645  0.838603  0.042778  0.000000    19.603
   2.04907  1.02045 -0.00099  1.27533  0.848819  0.043437  0.000000    19.541
   2.05845  1.02982 -0.00148  1.27384  0.848452  0.044343  0.000000    19.134
   2.06952  1.04088 -0.00209  1.27198  0.834998  0.045450  0.000000    18.372
   2.08260  1.05393 -0.00283  1.27063  0.867951  0.046211  0.000000    18.782
   2.09804  1.06934 -0.00374  1.27025  0.977620  0.046365  0.000000    21.085
   2.11626  1.08754 -0.00486  1.26799  0.957735  0.048099  0.000000    19.912
   2.13778  1.10901 -0.00623  1.26341  0.834628  0.051566  0.000000    16.186
   2.16319  1.13436 -0.00791  1.26035  0.844523  0.053539  0.000000    15.774
   2.19318  1.16428 -0.00997  1.25706  0.861861  0.055781  0.000000    15.451
   2.22859  1.19960 -0.01250  1.25346  0.897335  0.058345  0.000000    15.380
   2.27040  1.24130 -0.01561  1.25007  0.984086  0.060861  0.000000    16.169
   2.31976  1.29051 -0.01942  1.24406  0.924268  0.065769  0.000000    14.053
   2.37804  1.34860 -0.02411  1.23594  0.822012  0.071875  0.000000    11.437
   2.44684  1.41716 -0.02986  1.22792  0.847178  0.077612  0.000000    10.916
   2.52807  1.49808 -0.03692  1.21830  0.854141  0.084912  0.000000    10.059
   2.62397  1.59359 -0.04557  1.20507  0.791379  0.094978  0.000000     8.332
   2.73720  1.70632 -0.05617  1.18684  0.675463  0.107520  0.000000     6.282
   2.87087  1.83937 -0.06912  1.16453  0.587357  0.121574  0.000000     4.831
   3.02869  1.99639 -0.08492  1.39572  0.048596  0.048594  0.000000     1.000
