#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   1.33335  0.30095 -0.03101 -1.29771  0.261939  0.008895 -0.000008    29.448
   1.34869  0.31629 -0.03112 -1.29653  0.279544  0.009159 -0.000008    30.522
   1.36407  0.33167 -0.03116 -1.29529  0.295787  0.009450 -0.000008    31.299
   1.37948  0.34708 -0.03113 -1.29398  0.310025  0.009777 -0.000007    31.711
   1.39492  0.36252 -0.03104 -1.29253  0.320836  0.010152 -0.000007    31.602
   1.41038  0.37798 -0.03089 -1.27697  0.104466  0.013213 -0.000006     7.906
   1.42586  0.39346 -0.03068 -1.27241  0.111569  0.013696 -0.000006     8.146
   1.44137  0.40896 -0.03043 -1.26764  0.115044  0.014226 -0.000006     8.087
   1.45689  0.42448 -0.03012 -1.26334  0.120376  0.014725 -0.000005     8.175
   1.47243  0.44002 -0.02978 -1.25927  0.125808  0.015218 -0.000005     8.267
   1.48799  0.45558 -0.02939 -1.25544  0.131460  0.015704 -0.000005     8.371
   1.50357  0.47114 -0.02896 -1.25201  0.138867  0.016161 -0.000005     8.593
   1.51916  0.48673 -0.02849 -1.24913  0.149391  0.016568 -0.000005     9.017
   1.53476  0.50232 -0.02799 -1.26207  1.067452  0.007275 -0.000010   146.722
   1.55037  0.51793 -0.02746 -1.26162  1.089820  0.007664 -0.000009   142.196
   1.56600  0.53354 -0.02689 -1.26110  1.113363  0.008125 -0.000009   137.033
   1.58164  0.54917 -0.02630 -1.26043  1.129907  0.008724 -0.000008   129.516
   1.59728  0.56480 -0.02568 -1.25970  1.144000  0.009394 -0.000007   121.782
   1.61294  0.58044 -0.02504 -1.26258  1.550007  0.006080 -0.000011   254.920
   1.62860  0.59609 -0.02437 -1.26184  1.580223  0.007014 -0.000010   225.299
   1.64427  0.61175 -0.02368 -1.26322  1.965557  0.004996 -0.000014   393.408
   1.65995  0.62741 -0.02297 -1.26284  2.212800  0.005622 -0.000012   393.577
   1.67564  0.64308 -0.02224 -1.26229  2.636702  0.006677 -0.000010   394.892
   1.69133  0.65875 -0.02148 -1.26179  3.114729  0.007817 -0.000009   398.466
   1.70702  0.67443 -0.02071 -1.26129  3.543173  0.009150 -0.000008   387.250
   1.72272  0.69011 -0.01993 -1.26130  4.063757  0.009112 -0.000008   445.968
   1.73842  0.70579 -0.01912 -1.26119  4.533401  0.009478 -0.000007   478.290
   1.75413  0.72147 -0.01830 -1.26086  4.911918  0.010735 -0.000006   457.559
   1.76984  0.73716 -0.01746 -1.26060  5.303978  0.011776 -0.000006   450.411
   1.78554  0.75284 -0.01661 -1.26043  5.718286  0.012543 -0.000006   455.879
   1.80125  0.76853 -0.01574 -1.26023  6.111860  0.013493 -0.000005   452.949
   1.81697  0.78422 -0.01486 -1.26008  6.520421  0.014264 -0.000005   457.137
   1.83268  0.79990 -0.01396 -1.25987  6.896763  0.015336 -0.000005   449.718
   1.84839  0.81559 -0.01305 -1.25972  7.289699  0.016206 -0.000004   449.807
   1.86410  0.83127 -0.01212 -1.25957  7.675164  0.017131 -0.000004   448.027
   1.87980  0.84695 -0.01118 -1.25945  8.079267  0.017847 -0.000004   452.695
   1.89551  0.86262 -0.01022 -1.25933  8.472965  0.018668 -0.000004   453.884
   1.91121  0.87829 -0.00925 -1.25922  8.870584  0.019432 -0.000004   456.484
   1.92690  0.89396 -0.00825 -1.25929  9.399847  0.018895 -0.000004   497.490
   1.94258  0.90960 -0.00725 -1.25918  9.800508  0.019767 -0.000004   495.800
   1.95822  0.92521 -0.00622 -1.25908 10.205437  0.020567 -0.000003   496.197
   1.97376  0.94071 -0.00519 -1.25730  9.243226  0.035199 -0.000002   262.600
   1.98902  0.95594 -0.00416 -1.25796 10.004075  0.030080 -0.000002   332.585
   2.00356  0.97044 -0.00315 -1.25848 10.608460  0.025825 -0.000003   410.783
   2.01660  0.98345 -0.00224 -1.25901 11.253037  0.021139 -0.000003   532.337
   2.02737  0.99419 -0.00147 -1.25940 11.779281  0.017541 -0.000004   671.521
   2.03319  1.00000 -0.00105 -1.25974 12.207509  0.014238 -0.000005   857.379
   2.03319  1.00010 -0.00000  0.69641 12.211999  0.015557  0.000000   784.970
   2.03901  1.00591 -0.00025  0.69433  7.935395  0.061369  0.000000   129.307
   2.04587  1.01277 -0.00052  0.69451  8.243562  0.059311  0.000000   138.988
   2.05396  1.02085 -0.00081  0.69470  8.602806  0.056957  0.000000   151.040
   2.06350  1.03038 -0.00114  0.69492  9.034102  0.054143  0.000000   166.857
   2.07474  1.04162 -0.00152  0.69517  9.556946  0.050743  0.000000   188.339
   2.08800  1.05487 -0.00193  0.69544 10.171727  0.046868  0.000000   217.028
   2.10363  1.07049 -0.00240  0.69574 10.918569  0.042283  0.000000   258.224
   2.12206  1.08891 -0.00292  0.69619 12.172853  0.034590  0.000000   351.922
   2.14378  1.11063 -0.00350  0.69685 14.369546  0.021311  0.000000   674.292
   2.16940  1.13624 -0.00414  0.69731 18.688789  0.005169  0.000000  3615.553
   2.19960  1.16644 -0.00484  0.69738 28.722370  0.002455  0.000000 11697.835
   2.23521  1.20204 -0.00562  0.69739 70.456924  0.001609  0.000000 43796.746
   2.27720  1.24402 -0.00646  0.69738236.970657  0.002222  0.000000106640.266
   2.32670  1.29351 -0.00738  0.69738712.989014  0.003390  0.000000210311.484
   2.38506  1.35186 -0.00835  0.69738**********  0.004939  0.000000365771.531
   2.45388  1.42067 -0.00940  0.69738**********  0.009328  0.000000374262.625
   2.53501  1.50179 -0.01049  0.69738**********  0.007733  0.000000854475.625
   2.63066  1.59744 -0.01162  0.69737********** 17.090809  0.000000   516.409
   2.74344  1.71022 -0.01279  0.69738**********  0.013315  0.000000**********
   2.87642  1.84318 -0.01395  0.69737**********  6.027702  0.000000  3070.066
   3.03319  1.99996 -0.01510  0.69738**********  0.026180  0.000000827415.313
