#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.00000  1.00000  0.00105  0.96532  0.002414  0.001328  0.001824     1.818
   0.00582  0.99426  0.00197  0.98270  0.002195  0.001235  0.002062     1.777
   0.01655  0.98366  0.00366  0.98799  0.002217  0.001199  0.001863     1.848
   0.02951  0.97086  0.00567  0.98611  0.002423  0.001198  0.001381     2.023
   0.04393  0.95660  0.00787  1.19805  0.000781  0.000566  0.007207     1.379
   0.05906  0.94165  0.01015  1.12856  0.000985  0.000657  0.005088     1.499
   0.07446  0.92641  0.01242  1.10868  0.001094  0.000672  0.003953     1.629
   0.08996  0.91107  0.01466  1.10296  0.001216  0.000663  0.002803     1.833
   0.10551  0.89569  0.01688  1.07079  0.002127  0.000745  0.000423     2.856
   0.12106  0.88028  0.01905  1.09095  0.002241  0.000675  0.000169     3.318
   0.13663  0.86487  0.02119  1.09318  0.002221  0.000667  0.000167     3.329
   0.15220  0.84944  0.02329  1.09577  0.002170  0.000658  0.000183     3.300
   0.16777  0.83401  0.02535  1.09842  0.002119  0.000648  0.000201     3.270
   0.18334  0.81857  0.02738  1.10257  0.001968  0.000634  0.000302     3.104
   0.19891  0.80312  0.02936  1.10601  0.001878  0.000622  0.000366     3.020
   0.21448  0.78767  0.03131  1.10913  0.001808  0.000611  0.000419     2.960
   0.23006  0.77222  0.03322  1.11185  0.001755  0.000601  0.000458     2.923
   0.24563  0.75676  0.03510  1.11440  0.001710  0.000591  0.000492     2.893
   0.26120  0.74130  0.03693  1.11672  0.001672  0.000582  0.000518     2.873
   0.27677  0.72583  0.03873  1.11910  0.001632  0.000573  0.000549     2.851
   0.29234  0.71036  0.04049  1.12123  0.001600  0.000564  0.000571     2.838
   0.30790  0.69489  0.04221  1.12352  0.001564  0.000555  0.000601     2.819
   0.32346  0.67942  0.04389  1.12601  0.001521  0.000545  0.000644     2.790
   0.33902  0.66395  0.04553  1.12768  0.001500  0.000537  0.000653     2.792
