NACA 2110                                       
 Alfa =   0.37931 Re =  1000000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00105  0.06838
   0.99426  0.00197  0.03519
   0.98366  0.00366  0.02506
   0.97086  0.00567  0.02827
   0.95660  0.00787 -0.43203
   0.94165  0.01015 -0.27067
   0.92641  0.01242 -0.22625
   0.91107  0.01466 -0.21357
   0.89569  0.01688 -0.14771
   0.88028  0.01905 -0.18660
   0.86487  0.02119 -0.19158
   0.84944  0.02329 -0.19730
   0.83401  0.02535 -0.20314
   0.81857  0.02738 -0.21228
   0.80312  0.02936 -0.21986
   0.78767  0.03131 -0.22679
   0.77222  0.03322 -0.23281
   0.75676  0.03510 -0.23848
   0.74130  0.03693 -0.24365
   0.72583  0.03873 -0.24897
   0.71036  0.04049 -0.25374
   0.69489  0.04221 -0.25886
   0.67942  0.04389 -0.26445
   0.66395  0.04553 -0.26820
   0.64848  0.04712 -0.27350
   0.63301  0.04868 -0.27782
   0.61754  0.05019 -0.28255
   0.60208  0.05166 -0.28660
   0.58662  0.05309 -0.29021
   0.57116  0.05446 -0.29550
   0.55570  0.05579 -0.29901
   0.54025  0.05707 -0.30253
   0.52481  0.05830 -0.30688
   0.50937  0.05948 -0.31197
   0.49394  0.06060 -0.31542
   0.47852  0.06167 -0.31730
   0.46311  0.06267 -0.32101
   0.44771  0.06362 -0.32511
   0.43233  0.06450 -0.32838
   0.41695  0.06532 -0.33384
   0.40160  0.06606 -0.33468
   0.38625  0.06674 -0.33854
   0.37093  0.06734 -0.34156
   0.35563  0.06786 -0.34375
   0.34034  0.06830 -0.34894
   0.32509  0.06865 -0.34870
   0.30986  0.06891 -0.35421
   0.29466  0.06907 -0.35183
   0.27950  0.06914 -0.35843
   0.26437  0.06910 -0.35755
   0.24929  0.06895 -0.36414
   0.23426  0.06867 -0.36371
   0.21929  0.06828 -0.35962
   0.20438  0.06775 -0.36544
   0.18955  0.06708 -0.36443
   0.17482  0.06626 -0.36456
   0.16020  0.06527 -0.36968
   0.14576  0.06412 -0.37782
   0.13156  0.06280 -0.37590
   0.11779  0.06130 -0.40527
   0.10478  0.05968 -0.42483
   0.09300  0.05790 -0.49581
   0.08219  0.05564 -0.47536
   0.07194  0.05285 -0.40769
   0.06214  0.04958 -0.32515
   0.05285  0.04588 -0.21175
   0.04419  0.04186 -0.08822
   0.03632  0.03767  0.05996
   0.02941  0.03349  0.16968
   0.02351  0.02948  0.33402
   0.01860  0.02576  0.44638
   0.01457  0.02236  0.57025
   0.01127  0.01928  0.67812
   0.00857  0.01647  0.77101
   0.00637  0.01391  0.86242
   0.00457  0.01153  0.93003
   0.00312  0.00932  0.96777
   0.00197  0.00724  0.99927
   0.00109  0.00526  0.98139
   0.00047  0.00338  0.90731
   0.00011  0.00158  0.75106
   0.00000 -0.00012  0.41499
   0.00016 -0.00181  0.14975
   0.00065 -0.00350 -0.42461
   0.00153 -0.00511 -0.73597
   0.00281 -0.00658 -1.18207
   0.00444 -0.00787 -1.06409
   0.00641 -0.00899 -1.07242
   0.00873 -0.00997 -0.93622
   0.01142 -0.01082 -0.83261
   0.01457 -0.01156 -0.84668
   0.01829 -0.01222 -0.82901
   0.02278 -0.01281 -0.82460
   0.02833 -0.01334 -0.82039
   0.03536 -0.01383 -0.82194
   0.04435 -0.01433 -0.82194
   0.05542 -0.01491 -0.79826
   0.06787 -0.01570 -0.82632
   0.08087 -0.01678 -0.82967
   0.09406 -0.01823 -0.83721
   0.10763 -0.02006 -0.82928
   0.12163 -0.02177 -0.82457
   0.13593 -0.02329 -0.81719
   0.15043 -0.02464 -0.79606
   0.16510 -0.02583 -0.78121
   0.17989 -0.02687 -0.75992
   0.19478 -0.02778 -0.74861
   0.20977 -0.02855 -0.72787
   0.22483 -0.02921 -0.70867
   0.23995 -0.02976 -0.69113
   0.25513 -0.03021 -0.67946
   0.27036 -0.03056 -0.66270
   0.28563 -0.03083 -0.68833
   0.30095 -0.03101 -0.68406
   0.31629 -0.03112 -0.68099
   0.33167 -0.03116 -0.67779
   0.34708 -0.03113 -0.67439
   0.36252 -0.03104 -0.67064
   0.37798 -0.03089 -0.63065
   0.39346 -0.03068 -0.61902
   0.40896 -0.03043 -0.60692
   0.42448 -0.03012 -0.59602
   0.44002 -0.02978 -0.58576
   0.45558 -0.02939 -0.57613
   0.47114 -0.02896 -0.56753
   0.48673 -0.02849 -0.56032
   0.50232 -0.02799 -0.59281
   0.51793 -0.02746 -0.59168
   0.53354 -0.02689 -0.59036
   0.54917 -0.02630 -0.58869
   0.56480 -0.02568 -0.58685
   0.58044 -0.02504 -0.59412
   0.59609 -0.02437 -0.59224
   0.61175 -0.02368 -0.59571
   0.62741 -0.02297 -0.59476
   0.64308 -0.02224 -0.59338
   0.65875 -0.02148 -0.59212
   0.67443 -0.02071 -0.59085
   0.69011 -0.01993 -0.59088
   0.70579 -0.01912 -0.59061
   0.72147 -0.01830 -0.58977
   0.73716 -0.01746 -0.58912
   0.75284 -0.01661 -0.58868
   0.76853 -0.01574 -0.58818
   0.78422 -0.01486 -0.58779
   0.79990 -0.01396 -0.58728
   0.81559 -0.01305 -0.58690
   0.83127 -0.01212 -0.58651
   0.84695 -0.01118 -0.58622
   0.86262 -0.01022 -0.58591
   0.87829 -0.00925 -0.58563
   0.89396 -0.00825 -0.58581
   0.90960 -0.00725 -0.58553
   0.92521 -0.00622 -0.58527
   0.94071 -0.00519 -0.58081
   0.95594 -0.00416 -0.58247
   0.97044 -0.00315 -0.58376
   0.98345 -0.00224 -0.58510
   0.99419 -0.00147 -0.58608
   1.00000 -0.00105 -0.58695
