0	12.98	100
27.7	12.61	99.09
35	12.41	98.61
42.3	12.2	98.03
49.4	11.97	97.34
59.1	11.62	96.25
68.1	11.32	95.02	
77.6	10.94	93.53
85.47	10.6	92.13
93.84	10.21	90.5
102.21	9.81	88.68
110.6	9.41	86.65
118.79	8.97	84.52
127	8.52	82.17
136.6	7.94	79.12
146.2	7.36	75.6
155.8	6.73	71.6
165.4	6.05	66.93
175	5.32	61.6
184.5	4.55	55.52
194	3.74	48.44
203.5	3	39.53
213	3	27.21
222.5	3	0
